SEXO Sexo de la persona entrevistada;EDAD Edad de la persona entrevistada;P1 Grado de preocupación por el cambio climático;RECUVOTOG1R Recuerdo de voto en las elecciones generales de 2023 de los votantes [recodificada];ESCIDEOL Escala de autoubicación ideológica (1-10);NIVELESTENTREV Nivel de estudios alcanzado por la persona entrevistada;RELIGION Religiosidad de la persona entrevistada;ECIVIL Estado civil de la persona entrevistada;SITLAB Situación laboral de la persona entrevistada;RELALAB Situación profesional de la persona entrevistada;CNO11 Ocupación de la persona entrevistada;INGRESHOG Nivel de ingresos netos del hogar
Mujer;49;Mucho;Sumar;4;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.801 a 2.700 €
Mujer;60;Bastante;PP;5;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 2.701 a 3.900 €
Mujer;71;Mucho;PP;7;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;47;Mucho;PSOE;10 Derecha;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Hombre;63;Mucho;Sumar;4;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Hombre;71;Mucho;Sumar;3;Doctorado;Indiferente, no creyente;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Mujer;53;Mucho;PSOE;3;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;De 3.901 a 5.000 €
Mujer;56;Bastante;PSOE;5;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;70;Bastante;PP;5;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;44;Bastante;PSOE;3;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;69;Mucho;PSOE;5;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Divorciado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;Menos de 1.100 €
Mujer;55;Poco;PP;6;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;55;Mucho;PP;5;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a practicante;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Hombre;55;Mucho;PSOE;3;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;De 1.100 a 1.800 €
Mujer;53;Mucho;Sumar;2;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;De 1.100 a 1.800 €
Mujer;80;Mucho;PP;8;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;55;Bastante;PSOE;3;"Arquitectura/Ingeniería Técnica (aparejador/a; peritos/as) ";Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;70;Mucho;PP;7;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a no practicante;Viudo/a;Pensionista (anteriormente no ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;53;Mucho;PSOE;1 Izquierda;Máster oficial universitario (especialidades médicas o equivalente) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;Más de 5.000 €
Mujer;50;Mucho;PP;5;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;En paro y ha trabajado antes ;N.P.;N.P.;De 1.100 a 1.800 €
Mujer;55;Mucho;PSOE;1 Izquierda;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;En paro y busca su primer empleo ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;55;Bastante;PP;5;Doctorado;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;Más de 5.000 €
Hombre;71;Mucho;PSOE;3;Arquitectura/Ingeniería;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Mujer;49;Mucho;Sumar;1 Izquierda;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Ateo/a (niegan la existencia de Dios) ;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.100 a 1.800 €
Mujer;51;Bastante;Sumar;3;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.801 a 2.700 €
Hombre;53;Bastante;PSOE;4;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;Más de 5.000 €
Mujer;24;Mucho;PSOE;3;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;Menos de 1.100 €
Mujer;32;Poco;PSOE;3;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.801 a 2.700 €
Mujer;64;Mucho;PP;9;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;N.S.
Hombre;69;Bastante;PP;6;Arquitectura/Ingeniería;Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 3.901 a 5.000 €
Mujer;36;Bastante;PP;3;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a no practicante;Casado/a;Otra situación;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;69;Bastante;PP;6;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Soltero/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;36;Mucho;PP;5;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;De 1.801 a 2.700 €
Mujer;38;Mucho;PSOE;5;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Mujer;43;Mucho;PP;5;F.P. Básica (FPB), cualificación profesional grado inicial (FP grado inicial). PCPI (Programas de Cualificación Profesional Inicial, que no precisan de titulación académica de la primera etapa de secundaria para su realización). Programas de garantía social ;Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Oficiales/as, operarios/as, artesanos/as y trabajadores/as de artes mecánicas y de otros oficios;De 1.801 a 2.700 €
Hombre;66;Mucho;PP;6;"FP de Grado Superior (ciclo/módulo formativo de FP (grado superior) de Artes Plásticas, Diseño, Música y Danza, Deporte, FP II, Bachillerato Laboral Superior, Maestría industrial, perito/a mercantil; Secretariado de 2º grado; Grado Medio conservatorio) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;57;Poco;PP;7;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Ocupaciones militares y cuerpos policiales;De 1.801 a 2.700 €
Hombre;57;Bastante;PSOE;5;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Indiferente, no creyente;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Oficiales/as, operarios/as, artesanos/as y trabajadores/as de artes mecánicas y de otros oficios;De 1.801 a 2.700 €
Mujer;33;Mucho;PP;6;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a no practicante;Soltero/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Profesionales, científicos e intelectuales;De 1.801 a 2.700 €
Mujer;64;Bastante;PSOE;5;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;En paro y ha trabajado antes ;N.P.;N.P.;Menos de 1.100 €
Mujer;49;Poco;PP;10 Derecha;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a no practicante;Casado/a;Trabaja;Empresario/a o profesional con asalariados/as;Directores/as y gerentes;De 1.100 a 1.800 €
Hombre;42;Bastante;PP;6;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Directores/as y gerentes;De 3.901 a 5.000 €
Hombre;38;Mucho;Sumar;3;Arquitectura/Ingeniería;Ateo/a (niegan la existencia de Dios) ;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Directores/as y gerentes;Más de 5.000 €
Mujer;50;Bastante;PSOE;5;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Hombre;67;Mucho;Sumar;3;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Divorciado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;52;Bastante;PP;N.S.;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;69;Bastante;Sumar;3;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.801 a 2.700 €
Hombre;55;Bastante;VOX;5;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Oficiales/as, operarios/as, artesanos/as y trabajadores/as de artes mecánicas y de otros oficios;De 2.701 a 3.900 €
Hombre;20;Nada;PSOE;4;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Indiferente, no creyente;Soltero/a;Estudiante ;N.P.;N.P.;De 1.801 a 2.700 €
Mujer;73;Mucho;PP;10 Derecha;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;48;Bastante;PP;5;Máster oficial universitario (especialidades médicas o equivalente) ;Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;Más de 5.000 €
Hombre;76;Bastante;Sumar;1 Izquierda;"Arquitectura/Ingeniería Técnica (aparejador/a; peritos/as) ";Ateo/a (niegan la existencia de Dios) ;Viudo/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Hombre;22;Bastante;PSOE;3;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Indiferente, no creyente;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 2.701 a 3.900 €
Hombre;67;Mucho;PSOE;4;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Católico/a no practicante;Soltero/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 1.100 a 1.800 €
Hombre;65;Bastante;PSOE;1 Izquierda;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Mujer;69;Mucho;Sumar;4;Grado (estudios de grado, enseñanzas artísticas equivalentes (desde 2006)) ;Ateo/a (niegan la existencia de Dios) ;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;De 2.701 a 3.900 €
Mujer;57;Mucho;PSOE;2;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.100 a 1.800 €
Mujer;58;Bastante;PP;6;Diplomatura (ATENCIÓN: sólo diplomaturas oficiales, no codificar aquí los tres primeros años de una licenciatura o grado con mayor duración) ;Católico/a no practicante;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Profesionales, científicos e intelectuales;De 3.901 a 5.000 €
Mujer;28;Mucho;Sumar;1 Izquierda;Máster oficial universitario (especialidades médicas o equivalente) ;Ateo/a (niegan la existencia de Dios) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 1.100 a 1.800 €
Hombre;41;Bastante;PP;7;Arquitectura/Ingeniería;Indiferente, no creyente;Casado/a;Trabaja;Profesional o trabajador/a autónomo/a (sin asalariados/as);Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Mujer;52;Mucho;PSOE;1 Izquierda;Educación secundaria (ESO, EGB. Graduado Escolar. Certificado de Escolaridad, Bachillerato Elemental) ;Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Casado/a;Trabajo doméstico no remunerado ;N.P.;N.P.;Más de 5.000 €
Mujer;44;Bastante;PSOE;3;Títulos propios de posgrado (máster no oficial, etc.) ;Católico/a no practicante;Divorciado/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;Más de 5.000 €
Mujer;38;Poco;PSOE;3;"FP de Grado Medio (ciclo/módulo formativo de FP (grado medio), de Artes Plásticas y Diseño, Música y Danza, enseñanzas deportivas, FP I, Bachiller Laboral Elemental. Oficialía Industrial; Bachillerato Comercial) ";Católico/a no practicante;Casado/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.100 a 1.800 €
Mujer;50;Bastante;PP;7;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Técnicos/as y profesionales de nivel medio;De 1.100 a 1.800 €
Hombre;41;Mucho;PP;6;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Agnóstico/a (no niegan la existencia de Dios pero tampoco la descartan) ;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Personal de apoyo administrativo;De 2.701 a 3.900 €
Mujer;61;Bastante;PP;5;Máster oficial universitario (especialidades médicas o equivalente) ;Católico/a no practicante;Casado/a;Jubilado/a o pensionista (anteriormente ha trabajado) ;N.P.;N.P.;N.C.
Hombre;32;Poco;VOX;7;"Licenciatura (titulaciones con equivalencia oficial: 2º ciclo INEF; Danza y Arte Dramático (desde 1992); Grado Superior de Música) ";Indiferente, no creyente;Casado/a;Trabaja;Empresario/a o profesional con asalariados/as;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Hombre;53;Mucho;PP;5;Doctorado;Católico/a no practicante;Soltero/a;Trabaja;Asalariado/a por cuenta ajena;Profesionales, científicos e intelectuales;De 2.701 a 3.900 €
Hombre;62;Poco;VOX;7;Bachillerato (Bachillerato LOGSE, BUP, Bachillerato Superior (6º), Bachillerato Universitario (7º), incluidos COU y PREU) ;Católico/a no practicante;Viudo/a;Trabaja;Asalariado/a por cuenta ajena;Trabajadores/as de los servicios y vendedores/as de comercios y mercados;De 2.701 a 3.900 €
